exercise_id,name,category,difficulty,duration_min,calories_burn_est,equipment,description
314,Exercise_314_lift,Chest,Beginner,111,1455,bodyweight,press pull crunch squat jump push press push
315,Exercise_315_squat,Back,Advanced,90,1015,dumbbell,lift curl jump curl row squat press hold
316,Exercise_316_run,Chest,Beginner,85,601,barbell,curl crunch run jump curl row curl squat
317,Exercise_317_run,Back,Beginner,87,141,dumbbell,pull jump press crunch squat press run lift
318,Exercise_318_press,Legs,Advanced,98,582,barbell,curl press curl squat squat squat pull lift
319,Exercise_319_crunch,Legs,Advanced,83,74,machine,push push push push curl lift squat pull
320,Exercise_320_press,Core,Beginner,3,1321,bodyweight,run push run press press run jump press
321,Exercise_321_curl,Cardio,Advanced,61,1306,kettlebell,crunch squat row press row press run curl
322,Exercise_322_push,Cardio,Intermediate,76,773,bodyweight,press press press pull squat pull lift crunch
323,Exercise_323_curl,Core,Advanced,67,972,dumbbell,push crunch curl jump pull squat push lift
324,Exercise_324_curl,Back,Beginner,29,232,machine,jump push curl jump lift pull lift push
325,Exercise_325_press,Cardio,Advanced,92,333,kettlebell,push press press press crunch pull crunch curl
326,Exercise_326_lift,Core,Intermediate,88,694,resistance band,press jump lift curl press push squat crunch
327,Exercise_327_squat,Arms,Intermediate,44,495,barbell,crunch run pull curl row jump curl row
328,Exercise_328_curl,Chest,Beginner,55,1395,none,pull pull squat crunch press push hold press
329,Exercise_329_push,Full Body,Beginner,72,387,bodyweight,press lift row crunch jump crunch push lift
330,Exercise_330_run,Back,Beginner,118,295,none,jump press squat pull crunch lift press curl
331,Exercise_331_run,Back,Advanced,98,1185,kettlebell,pull row lift hold push crunch lift press
332,Exercise_332_press,Arms,Advanced,104,67,barbell,curl crunch hold run jump row push press
333,Exercise_333_lift,Arms,Intermediate,109,189,barbell,press press curl press hold press jump hold
334,Exercise_334_crunch,Arms,Beginner,11,859,kettlebell,crunch push run pull push row hold lift
335,Exercise_335_crunch,Arms,Advanced,10,1472,barbell,pull jump row run crunch squat press crunch
336,Exercise_336_curl,Shoulders,Beginner,86,1189,barbell,pull curl push lift jump run jump jump
337,Exercise_337_pull,Legs,Advanced,22,1138,dumbbell,push lift pull pull squat jump pull curl
338,Exercise_338_pull,Arms,Beginner,67,248,dumbbell,run curl jump crunch press press row run
339,Exercise_339_row,Cardio,Intermediate,107,220,none,lift lift crunch jump hold run press squat
340,Exercise_340_jump,Back,Beginner,114,846,barbell,press push crunch lift crunch press run crunch
341,Exercise_341_lift,Full Body,Intermediate,81,762,barbell,run row pull run row curl push crunch
342,Exercise_342_row,Shoulders,Beginner,45,1311,machine,press press press jump lift press press hold
343,Exercise_343_lift,Arms,Advanced,99,1392,dumbbell,row lift jump crunch hold jump curl run
344,Exercise_344_row,Full Body,Intermediate,62,743,dumbbell,pull lift hold row lift push crunch hold
345,Exercise_345_hold,Cardio,Advanced,22,297,barbell,press jump press pull lift jump press jump
346,Exercise_346_push,Legs,Advanced,17,706,none,press run row run press push jump squat
347,Exercise_347_run,Core,Intermediate,24,92,bodyweight,crunch pull curl curl hold press push jump
348,Exercise_348_jump,Arms,Beginner,49,1037,dumbbell,lift squat press run curl press press press
349,Exercise_349_pull,Legs,Intermediate,31,60,none,lift hold press press crunch pull row crunch
350,Exercise_350_jump,Core,Intermediate,106,1348,kettlebell,squat press run crunch row crunch press squat
351,Exercise_351_pull,Legs,Beginner,1,18,barbell,jump jump crunch lift row press jump push
352,Exercise_352_pull,Chest,Advanced,91,1249,kettlebell,row squat run lift jump curl hold row
353,Exercise_353_press,Back,Advanced,45,1074,bodyweight,jump push curl push hold row press lift
354,Exercise_354_push,Arms,Advanced,43,1221,none,jump curl jump jump pull squat jump push
355,Exercise_355_run,Chest,Beginner,82,491,bodyweight,jump run lift lift jump run press pull
356,Exercise_356_curl,Arms,Intermediate,49,1196,none,crunch press crunch press lift jump press pull
357,Exercise_357_squat,Shoulders,Advanced,38,10,resistance band,jump squat hold lift pull row hold curl
358,Exercise_358_pull,Core,Intermediate,94,1162,none,run lift push run hold jump row push
359,Exercise_359_press,Back,Intermediate,30,946,resistance band,hold hold press pull press push squat pull
360,Exercise_360_row,Arms,Intermediate,4,729,resistance band,run pull crunch hold curl press crunch squat
361,Exercise_361_push,Core,Intermediate,112,925,machine,press pull push press curl hold hold press
362,Exercise_362_curl,Back,Intermediate,1,1488,bodyweight,crunch push run row jump press crunch jump
363,Exercise_363_hold,Chest,Beginner,40,605,barbell,push press row press lift curl pull squat
364,Exercise_364_curl,Cardio,Intermediate,32,912,kettlebell,curl lift row squat crunch lift pull row
365,Exercise_365_pull,Arms,Beginner,35,367,resistance band,pull press push hold row push push push
366,Exercise_366_press,Back,Intermediate,16,1335,none,press push press squat crunch push hold press
367,Exercise_367_row,Cardio,Intermediate,99,700,bodyweight,hold curl curl jump pull pull hold hold
368,Exercise_368_hold,Arms,Advanced,96,712,resistance band,press press pull press hold run squat jump
369,Exercise_369_row,Chest,Advanced,116,765,none,push lift press press crunch jump pull curl
370,Exercise_370_crunch,Arms,Beginner,3,171,resistance band,hold press lift lift crunch pull jump jump
371,Exercise_371_jump,Full Body,Intermediate,97,1157,none,pull press press press row push pull jump
372,Exercise_372_push,Arms,Beginner,118,48,barbell,run push jump run run jump curl pull
373,Exercise_373_curl,Full Body,Advanced,99,778,machine,push pull lift lift crunch lift press press
374,Exercise_374_pull,Core,Advanced,53,103,dumbbell,squat squat hold run jump row press press
375,Exercise_375_squat,Core,Beginner,56,142,none,row row row press push squat press curl
376,Exercise_376_lift,Full Body,Beginner,69,15,machine,push row squat squat press crunch pull push
377,Exercise_377_crunch,Core,Advanced,42,879,none,lift press press hold jump curl hold jump
378,Exercise_378_hold,Legs,Intermediate,55,1331,barbell,press crunch push curl squat run crunch jump
379,Exercise_379_run,Cardio,Intermediate,105,20,kettlebell,pull hold press lift squat push pull run
380,Exercise_380_run,Full Body,Intermediate,117,586,kettlebell,hold press run jump push lift lift pull
381,Exercise_381_push,Full Body,Intermediate,24,1490,machine,lift hold push run press run curl hold
382,Exercise_382_run,Cardio,Advanced,21,950,bodyweight,run pull lift jump press pull crunch squat
383,Exercise_383_squat,Chest,Intermediate,96,180,machine,crunch press squat crunch press crunch press curl
384,Exercise_384_press,Arms,Beginner,9,1219,resistance band,lift lift hold curl jump crunch hold hold
385,Exercise_385_curl,Chest,Advanced,116,1449,barbell,press jump push curl squat hold curl jump
386,Exercise_386_pull,Chest,Advanced,1,1064,resistance band,curl press curl lift crunch lift lift hold
387,Exercise_387_jump,Full Body,Beginner,45,239,none,press lift hold push hold crunch run curl
388,Exercise_388_push,Shoulders,Intermediate,61,1436,dumbbell,row squat jump lift jump hold hold crunch
389,Exercise_389_crunch,Chest,Intermediate,1,1474,none,jump lift row jump push hold press squat
390,Exercise_390_jump,Legs,Advanced,103,1150,barbell,run run run squat row crunch lift press
391,Exercise_391_run,Full Body,Intermediate,52,383,bodyweight,pull press jump push crunch hold crunch press
392,Exercise_392_lift,Chest,Advanced,116,1053,bodyweight,crunch squat pull row press press row lift
393,Exercise_393_crunch,Full Body,Intermediate,10,542,none,hold pull lift curl squat pull press pull
394,Exercise_394_pull,Full Body,Beginner,61,1004,resistance band,hold row run row row press press curl
395,Exercise_395_run,Shoulders,Advanced,53,1486,bodyweight,press press hold push crunch run push run
396,Exercise_396_hold,Full Body,Beginner,33,55,none,lift press lift hold jump lift pull hold
397,Exercise_397_squat,Chest,Beginner,37,202,barbell,pull press row press curl press run push
398,Exercise_398_press,Cardio,Advanced,85,1411,bodyweight,lift run lift lift lift lift hold run
399,Exercise_399_push,Cardio,Advanced,63,1399,machine,lift crunch push run row push pull lift
400,Exercise_400_run,Full Body,Intermediate,67,430,dumbbell,run pull lift crunch press run press press
401,Exercise_401_lift,Chest,Intermediate,53,1424,machine,crunch curl jump squat press jump hold squat
402,Exercise_402_lift,Core,Intermediate,44,277,machine,push press pull press hold crunch row run
403,Exercise_403_squat,Back,Intermediate,9,1332,barbell,crunch lift press crunch run curl jump push
404,Exercise_404_press,Cardio,Advanced,27,1314,dumbbell,press row jump hold push hold press run
405,Exercise_405_push,Chest,Intermediate,63,508,barbell,pull curl lift hold press run push pull
406,Exercise_406_press,Arms,Intermediate,91,1403,bodyweight,jump crunch jump press jump crunch press row
407,Exercise_407_jump,Legs,Beginner,5,1078,barbell,run press squat pull pull pull curl lift
408,Exercise_408_pull,Chest,Beginner,107,1379,resistance band,crunch hold pull pull crunch lift curl pull
409,Exercise_409_curl,Back,Advanced,78,1044,machine,run press press crunch hold press press lift
410,Exercise_410_press,Back,Advanced,48,91,none,press crunch squat press row curl crunch press
411,Exercise_411_jump,Core,Advanced,66,1277,dumbbell,curl press push press press squat squat pull
412,Exercise_412_press,Legs,Advanced,12,595,bodyweight,press crunch crunch crunch curl jump press run
413,Exercise_413_press,Full Body,Beginner,39,937,none,squat jump pull crunch curl push press lift
414,Exercise_414_jump,Chest,Beginner,16,413,machine,squat squat row run run hold run crunch
415,Exercise_415_jump,Shoulders,Advanced,35,1427,kettlebell,curl squat squat lift hold hold hold lift
416,Exercise_416_press,Chest,Beginner,80,64,barbell,run crunch press press hold press squat press
417,Exercise_417_jump,Arms,Advanced,113,19,resistance band,press crunch run lift row squat curl push
418,Exercise_418_curl,Chest,Advanced,112,82,machine,jump squat row press squat pull push jump
419,Exercise_419_press,Arms,Advanced,101,1410,none,row pull crunch push press squat pull hold
420,Exercise_420_push,Full Body,Advanced,118,1115,kettlebell,crunch jump curl crunch pull jump lift run
421,Exercise_421_crunch,Cardio,Beginner,9,1334,machine,crunch push crunch pull crunch run pull curl
422,Exercise_422_lift,Legs,Intermediate,90,817,barbell,squat lift row run hold press lift press
423,Exercise_423_crunch,Shoulders,Advanced,1,214,barbell,run hold curl push crunch curl pull lift
424,Exercise_424_curl,Core,Advanced,118,931,bodyweight,crunch row hold push run push press press
425,Exercise_425_hold,Full Body,Intermediate,7,408,kettlebell,jump pull press hold press press curl squat
426,Exercise_426_row,Full Body,Advanced,72,1242,kettlebell,pull curl push crunch curl pull curl squat
427,Exercise_427_press,Shoulders,Intermediate,113,188,none,row crunch row push row crunch press pull
428,Exercise_428_push,Core,Intermediate,27,140,dumbbell,press run jump press squat curl curl run
429,Exercise_429_row,Shoulders,Intermediate,17,198,kettlebell,crunch row press squat pull push lift lift
430,Exercise_430_push,Shoulders,Intermediate,20,944,barbell,pull curl push jump press crunch pull press
431,Exercise_431_press,Legs,Beginner,78,1039,none,press press jump squat crunch pull lift squat
432,Exercise_432_crunch,Core,Beginner,28,431,bodyweight,press curl run press row squat row jump
433,Exercise_433_row,Cardio,Beginner,6,1408,dumbbell,hold run press run hold jump run curl
434,Exercise_434_row,Back,Beginner,48,461,resistance band,push press press press hold squat pull pull
435,Exercise_435_crunch,Arms,Advanced,18,1277,kettlebell,lift lift jump crunch run pull press pull
436,Exercise_436_crunch,Full Body,Beginner,84,210,bodyweight,row lift crunch press jump hold curl jump
437,Exercise_437_curl,Cardio,Advanced,48,590,machine,curl push jump lift jump run curl row
438,Exercise_438_crunch,Full Body,Advanced,57,1101,dumbbell,hold row lift squat curl push squat jump
439,Exercise_439_run,Legs,Beginner,99,947,dumbbell,press hold press run curl run jump squat
440,Exercise_440_press,Shoulders,Intermediate,8,395,barbell,squat push lift pull pull hold run run
441,Exercise_441_crunch,Back,Advanced,91,524,barbell,press pull pull squat jump curl squat lift
442,Exercise_442_press,Core,Beginner,60,131,resistance band,crunch crunch squat press jump lift push press
443,Exercise_443_hold,Back,Intermediate,42,956,kettlebell,press crunch push press crunch lift pull pull
444,Exercise_444_press,Back,Beginner,16,258,bodyweight,press push run row run run squat row
445,Exercise_445_crunch,Chest,Intermediate,5,183,none,crunch squat squat row lift press run squat
446,Exercise_446_lift,Core,Advanced,48,505,barbell,curl crunch press run jump run squat press
447,Exercise_447_press,Legs,Beginner,56,192,none,hold push row squat run press hold run
448,Exercise_448_run,Shoulders,Intermediate,100,707,bodyweight,press pull press squat press squat pull run
449,Exercise_449_push,Core,Beginner,54,1434,none,squat jump push press jump push row pull
450,Exercise_450_run,Arms,Beginner,77,89,resistance band,press hold row run press crunch row row
451,Exercise_451_lift,Shoulders,Beginner,1,346,bodyweight,push curl pull pull row curl run run
452,Exercise_452_jump,Cardio,Intermediate,38,1023,machine,row press hold hold press jump curl lift
453,Exercise_453_jump,Full Body,Beginner,11,276,resistance band,row push jump hold push row jump curl
454,Exercise_454_push,Core,Advanced,91,171,resistance band,run hold curl press lift row curl squat
455,Exercise_455_row,Chest,Advanced,7,799,barbell,press crunch run press row squat push hold
456,Exercise_456_hold,Full Body,Beginner,23,809,dumbbell,row lift jump lift press hold pull hold
457,Exercise_457_curl,Back,Advanced,15,769,dumbbell,jump squat run squat jump hold curl row
458,Exercise_458_curl,Full Body,Advanced,100,748,none,crunch run jump curl jump pull jump jump
459,Exercise_459_jump,Chest,Beginner,32,821,bodyweight,row curl jump press squat press hold pull
460,Exercise_460_run,Arms,Beginner,14,17,dumbbell,squat jump lift squat crunch lift jump curl
